name	search_text	ric	boost
Mercury General Corp	MCY Mercury Mercury General Mercury General Corp	MCY.N	0.33109880199999997
KBR Inc	KBR KBR KBR Inc	KBR.N	0.33103457
Physicians Realty Trust	DOC Physicians Physicians Realty Physicians Realty Trust	DOC.N	0.33078827
Navistar International Corp	NAV Navistar Navistar International Navistar International Corp	NAV.N	0.330381031
UNB Corp	UNPA UNB UNB Corp	UNPA.PK	0.329905606
Qualys Inc	QLYS Qualys Qualys Inc	QLYS.OQ	0.329564683
Omnicell Inc	OMCL Omnicell Omnicell Inc	OMCL.OQ	0.32907784
AppFolio Inc	APPF AppFolio AppFolio Inc	APPF.OQ	0.326876909
Transocean Ltd	RIG Transocean Transocean Ltd	RIG.N	0.326624453
Community Bank System Inc	CBU Community Community Bank Community Bank System Community Bank System Inc	CBU.N	0.32660675899999997
Bank of Hawaii Corp	BOH Bank Bank of Bank of Hawaii Bank of Hawaii Corp	BOH.N	0.32513686399999997
Liberty Latin America Ltd	LILA Liberty Liberty Latin Liberty Latin America Liberty Latin America Ltd	LILA.OQ	0.32512218600000004
Nami Corp	NINK Nami Nami Corp	NINK.PK	0.324768106
Ultragenyx Pharmaceutical Inc	RARE Ultragenyx Ultragenyx Pharmaceutical Ultragenyx Pharmaceutical Inc	RARE.OQ	0.32367685399999996
Federated Investors Inc	FII Federated Federated Investors Federated Investors Inc	FII.N	0.323215776
FS KKR Capital Corp	FSK FS FS KKR FS KKR Capital FS KKR Capital Corp	FSK.N	0.321849453
Silgan Holdings Inc	SLGN Silgan Silgan Holdings Silgan Holdings Inc	SLGN.OQ	0.321620476
BankUnited Inc	BKU BankUnited BankUnited Inc	BKU.N	0.321310585
TCF Financial Corp	TCF TCF TCF Financial TCF Financial Corp	TCF.N	0.32111261399999996
MFA Financial Inc	MFA MFA MFA Financial MFA Financial Inc	MFA.N	0.32051258899999996
AC Partners Inc	ACPS AC AC Partners AC Partners Inc	ACPS.PK	0.31956221
White Mountains Insurance Group Ltd	WTM White White Mountains White Mountains Insurance White Mountains Insurance Group White Mountains Insurance Group Ltd	WTM.N	0.319078944
Neogen Corp	NEOG Neogen Neogen Corp	NEOG.OQ	0.318441152
Cosan Ltd	CZZ Cosan Cosan Ltd	CZZ.N	0.317494471
Allogene Therapeutics Inc	ALLO Allogene Allogene Therapeutics Allogene Therapeutics Inc	ALLO.OQ	0.316499841
Darling Ingredients Inc	DAR Darling Darling Ingredients Darling Ingredients Inc	DAR.N	0.316368799
Schneider National Inc	SNDR Schneider Schneider National Schneider National Inc	SNDR.N	0.316009954
Ormat Technologies Inc	ORA Ormat Ormat Technologies Ormat Technologies Inc	ORA.N	0.315781666
UniFirst Corp	UNF UniFirst UniFirst Corp	UNF.N	0.315071265
Aerojet Rocketdyne Holdings Inc	AJRD Aerojet Aerojet Rocketdyne Aerojet Rocketdyne Holdings Aerojet Rocketdyne Holdings Inc	AJRD.N	0.31494442699999997
Sanderson Farms Inc	SAFM Sanderson Sanderson Farms Sanderson Farms Inc	SAFM.OQ	0.314827085
Corporate Office Properties Trust	OFC Corporate Corporate Office Corporate Office Properties Corporate Office Properties Trust	OFC.N	0.314820905
Navient Corp	NAVI Navient Navient Corp	NAVI.OQ	0.314585616
Cantel Medical Corp	CMD Cantel Cantel Medical Cantel Medical Corp	CMD.N	0.314031901
FTI Consulting Inc	FCN FTI FTI Consulting FTI Consulting Inc	FCN.N	0.313728532
Switch Inc	SWCH Switch Switch Inc	SWCH.N	0.31316617399999996
Merit Medical Systems Inc	MMSI Merit Merit Medical Merit Medical Systems Merit Medical Systems Inc	MMSI.OQ	0.313085819
Legg Mason Inc	LM Legg Legg Mason Legg Mason Inc	LM.N	0.312971419
Cornerstone OnDemand Inc	CSOD Cornerstone Cornerstone OnDemand Cornerstone OnDemand Inc	CSOD.OQ	0.31262296100000003
Louisiana-Pacific Corp	LPX Louisiana-Pacific Louisiana-Pacific Corp	LPX.N	0.312339753
GrafTech International Ltd	EAF GrafTech GrafTech International GrafTech International Ltd	EAF.N	0.312024281
Gates Industrial Corporation PLC	GTES Gates Gates Industrial Gates Industrial Corporation Gates Industrial Corporation PLC	GTES.N	0.310638678
Sensient Technologies Corp	SXT Sensient Sensient Technologies Sensient Technologies Corp	SXT.N	0.31013642399999997
Home BancShares Inc	HOMB Home Home BancShares Home BancShares Inc	HOMB.OQ	0.309864961
TreeHouse Foods Inc	THS TreeHouse TreeHouse Foods TreeHouse Foods Inc	THS.N	0.309086081
Telephone and Data Systems Inc	TDS Telephone Telephone and Telephone and Data Telephone and Data Systems Telephone and Data Systems Inc	TDS.N	0.308353004
Tegna Inc	TGNA Tegna Tegna Inc	TGNA.N	0.308237223
Balchem Corp	BCPC Balchem Balchem Corp	BCPC.OQ	0.307744283
Agape ATP Corp	AATP Agape Agape ATP Agape ATP Corp	AATP.PK	0.307711385
Dick's Sporting Goods Inc	DKS Dick's Dick's Sporting Dick's Sporting Goods Dick's Sporting Goods Inc	DKS.N	0.30755532399999996
South Jersey Industries Inc	SJI South South Jersey South Jersey Industries South Jersey Industries Inc	SJI.N	0.30694873
Sunstone Hotel Investors Inc	SHO Sunstone Sunstone Hotel Sunstone Hotel Investors Sunstone Hotel Investors Inc	SHO.N	0.306822706
UMB Financial Corp	UMBF UMB UMB Financial UMB Financial Corp	UMBF.OQ	0.306747777
AMC Networks Inc	AMCX AMC AMC Networks AMC Networks Inc	AMCX.OQ	0.30662885
American National Insurance Co	ANAT American American National American National Insurance American National Insurance Co	ANAT.OQ	0.305869844
Cimpress NV	CMPR Cimpress Cimpress NV	CMPR.OQ	0.305617987
J & J Snack Foods Corp	JJSF J J & J & J J & J Snack J & J Snack Foods J & J Snack Foods Corp	JJSF.OQ	0.304267363
CommScope Holding Company Inc	COMM CommScope CommScope Holding CommScope Holding Company CommScope Holding Company Inc	COMM.OQ	0.303328285
RLJ Lodging Trust	RLJ RLJ RLJ Lodging RLJ Lodging Trust	RLJ.N	0.302837054
SkyWest Inc	SKYW SkyWest SkyWest Inc	SKYW.OQ	0.302825099
Cabot Microelectronics Corp	CCMP Cabot Cabot Microelectronics Cabot Microelectronics Corp	CCMP.OQ	0.301917222
Parsons Corp	PSN Parsons Parsons Corp	PSN.N	0.30141720899999996
Clearway Energy Inc	CWEN.A Clearway Clearway Energy Clearway Energy Inc	CWENa.N	0.300356217
Global Blood Therapeutics Inc	GBT Global Global Blood Global Blood Therapeutics Global Blood Therapeutics Inc	GBT.OQ	0.300000432
Texas Capital Bancshares Inc	TCBI Texas Texas Capital Texas Capital Bancshares Texas Capital Bancshares Inc	TCBI.OQ	0.298837656
Moog Inc	MOG.A Moog Moog Inc	MOGa.N	0.298429981
American Eagle Outfitters Inc	AEO American American Eagle American Eagle Outfitters American Eagle Outfitters Inc	AEO.N	0.29814346199999997
Stitch Fix Inc	SFIX Stitch Stitch Fix Stitch Fix Inc	SFIX.OQ	0.29749757
Five9 Inc	FIVN Five9 Five9 Inc	FIVN.OQ	0.296343877
Ryder System Inc	R Ryder Ryder System Ryder System Inc	R.N	0.296240553
Exponent Inc	EXPO Exponent Exponent Inc	EXPO.OQ	0.296185694
NuVasive Inc	NUVA NuVasive NuVasive Inc	NUVA.OQ	0.296099225
Ensign Group Inc	ENSG Ensign Ensign Group Ensign Group Inc	ENSG.OQ	0.295680827
Novanta Inc	NOVT Novanta Novanta Inc	NOVT.OQ	0.295591438
Watts Water Technologies Inc	WTS Watts Watts Water Watts Water Technologies Watts Water Technologies Inc	WTS.N	0.295486698
Terreno Realty Corp	TRNO Terreno Terreno Realty Terreno Realty Corp	TRNO.N	0.29513264899999997
Houlihan Lokey Inc	HLI Houlihan Houlihan Lokey Houlihan Lokey Inc	HLI.N	0.294605412
Allegheny Technologies Inc	ATI Allegheny Allegheny Technologies Allegheny Technologies Inc	ATI.N	0.294554029
ASGN Inc	ASGN ASGN ASGN Inc	ASGN.N	0.294292797
Thor Industries Inc	THO Thor Thor Industries Thor Industries Inc	THO.N	0.29426784699999997
Colfax Corp	CFX Colfax Colfax Corp	CFX.N	0.294202911
Iridium Communications Inc	IRDM Iridium Iridium Communications Iridium Communications Inc	IRDM.OQ	0.29366265
Kennedy-Wilson Holdings Inc	KW Kennedy-Wilson Kennedy-Wilson Holdings Kennedy-Wilson Holdings Inc	KW.N	0.293206583
CVB Financial Corp	CVBF CVB CVB Financial CVB Financial Corp	CVBF.OQ	0.29300796100000004
CenterState Bank Corp	CSFL CenterState CenterState Bank CenterState Bank Corp	CSFL.OQ	0.291846217
Viavi Solutions Inc	VIAV Viavi Viavi Solutions Viavi Solutions Inc	VIAV.OQ	0.291112723
Investors Bancorp Inc	ISBC Investors Investors Bancorp Investors Bancorp Inc	ISBC.OQ	0.291089524
Pivotal Software Inc	PVTL Pivotal Pivotal Software Pivotal Software Inc	PVTL.N	0.290950798
Simpson Manufacturing Co Inc	SSD Simpson Simpson Manufacturing Simpson Manufacturing Co Simpson Manufacturing Co Inc	SSD.N	0.289945452
Energizer Holdings Inc	ENR Energizer Energizer Holdings Energizer Holdings Inc	ENR.N	0.289775214
Manchester United PLC	MANU Manchester Manchester United Manchester United PLC	MANU.N	0.289680761
Boyd Gaming Corp	BYD Boyd Boyd Gaming Boyd Gaming Corp	BYD.N	0.289285901
FireEye Inc	FEYE FireEye FireEye Inc	FEYE.OQ	0.288707301
Acadia Healthcare Company Inc	ACHC Acadia Acadia Healthcare Acadia Healthcare Company Acadia Healthcare Company Inc	ACHC.OQ	0.288667388
TerraForm Power Inc	TERP TerraForm TerraForm Power TerraForm Power Inc	TERP.OQ	0.286015568
Avista Corp	AVA Avista Avista Corp	AVA.N	0.285689914
Revolve Group Inc	RVLV Revolve Revolve Group Revolve Group Inc	RVLV.N	0.28506562399999996
Chesapeake Energy Corp	CHK Chesapeake Chesapeake Energy Chesapeake Energy Corp	CHK.N	0.284904423
Semtech Corp	SMTC Semtech Semtech Corp	SMTC.OQ	0.284593337
Coherent Inc	COHR Coherent Coherent Inc	COHR.OQ	0.28363263699999997
Coca-Cola Consolidated Inc	COKE Coca-Cola Coca-Cola Consolidated Coca-Cola Consolidated Inc	COKE.OQ	0.283517685
Old National Bancorp	ONB Old Old National Old National Bancorp	ONB.OQ	0.283011077
BancorpSouth Bank	BXS BancorpSouth BancorpSouth Bank	BXS.N	0.282731943
PBF Energy Inc	PBF PBF PBF Energy PBF Energy Inc	PBF.N	0.282226043
Monro Inc	MNRO Monro Monro Inc	MNRO.OQ	0.28139346600000004
Atlantic Union Bankshares Corp	AUB Atlantic Atlantic Union Atlantic Union Bankshares Atlantic Union Bankshares Corp	AUB.OQ	0.281102429
Steven Madden Ltd	SHOO Steven Steven Madden Steven Madden Ltd	SHOO.OQ	0.280967587
Advanced Disposal Services Inc	ADSW Advanced Advanced Disposal Advanced Disposal Services Advanced Disposal Services Inc	ADSW.N	0.28085109399999997
Apollo Commercial Real Estate Finance Inc	ARI Apollo Apollo Commercial Apollo Commercial Real Apollo Commercial Real Estate Apollo Commercial Real Estate Finance Apollo Commercial Real Estate Finance Inc	ARI.N	0.280073753
Spectrum Brands Holdings Inc	SPB Spectrum Spectrum Brands Spectrum Brands Holdings Spectrum Brands Holdings Inc	SPB.N	0.280014256
Rogers Corp	ROG Rogers Rogers Corp	ROG.N	0.279900386
Dorman Products Inc	DORM Dorman Dorman Products Dorman Products Inc	DORM.OQ	0.279897145
Everbridge Inc	EVBG Everbridge Everbridge Inc	EVBG.OQ	0.279252839
CoreCivic Inc	CXW CoreCivic CoreCivic Inc	CXW.N	0.279210107
NU Skin Enterprises Inc	NUS NU NU Skin NU Skin Enterprises NU Skin Enterprises Inc	NUS.N	0.278214715
Agios Pharmaceuticals Inc	AGIO Agios Agios Pharmaceuticals Agios Pharmaceuticals Inc	AGIO.OQ	0.27795523899999997
Chemical Financial Corp	CHFC Chemical Chemical Financial Chemical Financial Corp	CHFC.OQ	0.277763597
Geo Group Inc	GEO Geo Geo Group Geo Group Inc	GEO.N	0.277534925
SINA Corp	SINA SINA SINA Corp	SINA.OQ	0.276377504
Vonage Holdings Corp	VG Vonage Vonage Holdings Vonage Holdings Corp	VG.N	0.275899745
Amicus Therapeutics Inc	FOLD Amicus Amicus Therapeutics Amicus Therapeutics Inc	FOLD.OQ	0.275614116
Biohaven Pharmaceutical Holding Company Ltd	BHVN Biohaven Biohaven Pharmaceutical Biohaven Pharmaceutical Holding Biohaven Pharmaceutical Holding Company Biohaven Pharmaceutical Holding Company Ltd	BHVN.N	0.275486981
Covetrus Inc	CVET Covetrus Covetrus Inc	CVET.OQ	0.275247662
TopBuild Corp	BLD TopBuild TopBuild Corp	BLD.N	0.27520670399999997
First National of Nebraska Inc	FINN First First National First National of First National of Nebraska First National of Nebraska Inc	FINN.PK	0.274332252
Fox Factory Holding Corp	FOXF Fox Fox Factory Fox Factory Holding Fox Factory Holding Corp	FOXF.OQ	0.273943215
Cathay General Bancorp	CATY Cathay Cathay General Cathay General Bancorp	CATY.OQ	0.273802498
Brooks Automation Inc	BRKS Brooks Brooks Automation Brooks Automation Inc	BRKS.OQ	0.273284788
Cogent Communications Holdings Inc	CCOI Cogent Cogent Communications Cogent Communications Holdings Cogent Communications Holdings Inc	CCOI.OQ	0.271741318
American States Water Co	AWR American American States American States Water American States Water Co	AWR.N	0.271031772
Domtar Corp	UFS Domtar Domtar Corp	UFS.N	0.27050911899999996
Uniqure NV	QURE Uniqure Uniqure NV	QURE.OQ	0.27019674899999996
Arena Pharmaceuticals Inc	ARNA Arena Arena Pharmaceuticals Arena Pharmaceuticals Inc	ARNA.OQ	0.270184978
Proto Labs Inc	PRLB Proto Proto Labs Proto Labs Inc	PRLB.N	0.26929485
Barnes Group Inc	B Barnes Barnes Group Barnes Group Inc	B.N	0.268530441
National General Holdings Corp	NGHC National National General National General Holdings National General Holdings Corp	NGHC.OQ	0.268385694
Delek US Holdings Inc	DK Delek Delek US Delek US Holdings Delek US Holdings Inc	DK.N	0.267987824
Cleveland-Cliffs Inc	CLF Cleveland-Cliffs Cleveland-Cliffs Inc	CLF.N	0.267812915
Hamilton Lane Inc	HLNE Hamilton Hamilton Lane Hamilton Lane Inc	HLNE.OQ	0.267583711
Fulton Financial Corp	FULT Fulton Fulton Financial Fulton Financial Corp	FULT.OQ	0.267450704
Murphy Usa Inc	MUSA Murphy Murphy Usa Murphy Usa Inc	MUSA.N	0.26707763
International Game Technology PLC	IGT International International Game International Game Technology International Game Technology PLC	IGT.N	0.26619380000000004
Wingstop Inc	WING Wingstop Wingstop Inc	WING.OQ	0.265767725
Blackline Inc	BL Blackline Blackline Inc	BL.OQ	0.265540674
Lithia Motors Inc	LAD Lithia Lithia Motors Lithia Motors Inc	LAD.N	0.265381617
American Assets Trust Inc	AAT American American Assets American Assets Trust American Assets Trust Inc	AAT.N	0.26529943899999997
Mimecast Ltd	MIME Mimecast Mimecast Ltd	MIME.OQ	0.265280575
Empire State Realty Trust Inc	ESRT Empire Empire State Empire State Realty Empire State Realty Trust Empire State Realty Trust Inc	ESRT.N	0.264692233
Solaredge Technologies Inc	SEDG Solaredge Solaredge Technologies Solaredge Technologies Inc	SEDG.OQ	0.26464306
Element Solutions Inc	ESI Element Element Solutions Element Solutions Inc	ESI.N	0.26416661
Brandywine Realty Trust	BDN Brandywine Brandywine Realty Brandywine Realty Trust	BDN.N	0.264135427
GATX Corp	GATX GATX GATX Corp	GATX.N	0.26397239100000003
Taubman Centers Inc	TCO Taubman Taubman Centers Taubman Centers Inc	TCO.N	0.26396591199999997
Intelsat SA	I Intelsat Intelsat SA	I.N	0.263623208
SiteOne Landscape Supply Inc	SITE SiteOne SiteOne Landscape SiteOne Landscape Supply SiteOne Landscape Supply Inc	SITE.N	0.26320451699999997
Red Rock Resorts Inc	RRR Red Red Rock Red Rock Resorts Red Rock Resorts Inc	RRR.OQ	0.263073451
Glaukos Corp	GKOS Glaukos Glaukos Corp	GKOS.N	0.263013467
AVX Corp	AVX AVX AVX Corp	AVX.N	0.26235676
Washington Federal Inc	WAFD Washington Washington Federal Washington Federal Inc	WAFD.OQ	0.262186337
Korn Ferry	KFY Korn Korn Ferry	KFY.N	0.262037037
Cabot Corp	CBT Cabot Cabot Corp	CBT.N	0.26193626
EnerSys	ENS EnerSys	ENS.N	0.26192754
El Paso Electric Co	EE El El Paso El Paso Electric El Paso Electric Co	EE.N	0.261582633
Chart Industries Inc	GTLS Chart Chart Industries Chart Industries Inc	GTLS.OQ	0.261581155
Kennametal Inc	KMT Kennametal Kennametal Inc	KMT.N	0.260823609
Owens-Illinois Inc	OI Owens-Illinois Owens-Illinois Inc	OI.N	0.260619163
Oicintra Inc	OICT Oicintra Oicintra Inc	OICT.PK	0.26036388
Quaker Chemical Corp	KWR Quaker Quaker Chemical Quaker Chemical Corp	KWR.N	0.260264879
Hilton Grand Vacations Inc	HGV Hilton Hilton Grand Hilton Grand Vacations Hilton Grand Vacations Inc	HGV.N	0.260259268
ABM Industries Inc	ABM ABM ABM Industries ABM Industries Inc	ABM.N	0.259954212
HMS Holdings Corp	HMSY HMS HMS Holdings HMS Holdings Corp	HMSY.OQ	0.259501056
Altair Engineering Inc	ALTR Altair Altair Engineering Altair Engineering Inc	ALTR.OQ	0.259401631
Magnolia Oil & Gas Corp	MGY Magnolia Magnolia Oil Magnolia Oil & Magnolia Oil & Gas Magnolia Oil & Gas Corp	MGY.N	0.258620747
Main Street Capital Corp	MAIN Main Main Street Main Street Capital Main Street Capital Corp	MAIN.N	0.25829056
MakeMyTrip Ltd	MMYT MakeMyTrip MakeMyTrip Ltd	MMYT.OQ	0.258232409
Retail Properties of America Inc	RPAI Retail Retail Properties Retail Properties of Retail Properties of America Retail Properties of America Inc	RPAI.N	0.257579232
Finisar Corp	FNSR Finisar Finisar Corp	FNSR.OQ	0.25716063899999997
Box Inc	BOX Box Box Inc	BOX.N	0.25693229
Medicines Co	MDCO Medicines Medicines Co	MDCO.OQ	0.25688046
Green Dot Corp	GDOT Green Green Dot Green Dot Corp	GDOT.N	0.256774269
John Wiley & Sons Inc	JW.A John John Wiley John Wiley & John Wiley & Sons John Wiley & Sons Inc	JWa.N	0.256458475
Agree Realty Corp	ADC Agree Agree Realty Agree Realty Corp	ADC.N	0.256362579
XT Energy Group Inc	XTEG XT XT Energy XT Energy Group XT Energy Group Inc	XTEG.PK	0.256230339
CNO Financial Group Inc	CNO CNO CNO Financial CNO Financial Group CNO Financial Group Inc	CNO.N	0.256171365
Liberty Expedia Holdings Inc	LEXEA Liberty Liberty Expedia Liberty Expedia Holdings Liberty Expedia Holdings Inc	LEXEA.OQ	0.256124741
Columbia Banking System Inc	COLB Columbia Columbia Banking Columbia Banking System Columbia Banking System Inc	COLB.OQ	0.255757173
Piedmont Office Realty Trust Inc	PDM Piedmont Piedmont Office Piedmont Office Realty Piedmont Office Realty Trust Piedmont Office Realty Trust Inc	PDM.N	0.25554073899999996
Valmont Industries Inc	VMI Valmont Valmont Industries Valmont Industries Inc	VMI.N	0.253896199
Alarm.com Holdings Inc	ALRM Alarm.com Alarm.com Holdings Alarm.com Holdings Inc	ALRM.OQ	0.25363133600000004
Intercept Pharmaceuticals Inc	ICPT Intercept Intercept Pharmaceuticals Intercept Pharmaceuticals Inc	ICPT.OQ	0.253043921
Argo Group International Holdings Ltd	ARGO Argo Argo Group Argo Group International Argo Group International Holdings Argo Group International Holdings Ltd	ARGO.N	0.252896648
Cadence Bancorp	CADE Cadence Cadence Bancorp	CADE.N	0.252784302
Columbia Property Trust Inc	CXP Columbia Columbia Property Columbia Property Trust Columbia Property Trust Inc	CXP.N	0.251737924
South State Corp	SSB South South State South State Corp	SSB.OQ	0.25121842
Integer Holdings Corp	ITGR Integer Integer Holdings Integer Holdings Corp	ITGR.N	0.251183316
Brady Corp	BRC Brady Brady Corp	BRC.N	0.250911014
QTS Realty Trust Inc	QTS QTS QTS Realty QTS Realty Trust QTS Realty Trust Inc	QTS.N	0.25044369699999997
BGC Partners Inc	BGCP BGC BGC Partners BGC Partners Inc	BGCP.OQ	0.24979175
SeaWorld Entertainment Inc	SEAS SeaWorld SeaWorld Entertainment SeaWorld Entertainment Inc	SEAS.N	0.249542033
Rapid7 Inc	RPD Rapid7 Rapid7 Inc	RPD.OQ	0.249242625
Adtalem Global Education Inc	ATGE Adtalem Adtalem Global Adtalem Global Education Adtalem Global Education Inc	ATGE.N	0.249086959
ManTech International Corp	MANT ManTech ManTech International ManTech International Corp	MANT.OQ	0.24880987899999998
PotlatchDeltic Corp	PCH PotlatchDeltic PotlatchDeltic Corp	PCH.OQ	0.24879162100000002
Avis Budget Group Inc	CAR Avis Avis Budget Avis Budget Group Avis Budget Group Inc	CAR.OQ	0.248617215
Lions Gate Entertainment Corp	LGF.A Lions Lions Gate Lions Gate Entertainment Lions Gate Entertainment Corp	LGFa.N	0.248468233
Resideo Technologies Inc	REZI Resideo Resideo Technologies Resideo Technologies Inc	REZI.N	0.248194857
First Interstate BancSystem Inc	FIBK First First Interstate First Interstate BancSystem First Interstate BancSystem Inc	FIBK.OQ	0.247967364
Tenable Holdings Inc	TENB Tenable Tenable Holdings Tenable Holdings Inc	TENB.OQ	0.247613671
Trinity Industries Inc	TRN Trinity Trinity Industries Trinity Industries Inc	TRN.N	0.24740989
Aaon Inc	AAON Aaon Aaon Inc	AAON.OQ	0.24718979300000002
Shake Shack Inc	SHAK Shake Shake Shack Shake Shack Inc	SHAK.N	0.24542096300000002
American Equity Investment Life Holding Co	AEL American American Equity American Equity Investment American Equity Investment Life American Equity Investment Life Holding American Equity Investment Life Holding Co	AEL.N	0.245257113
